emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
fear,0.34090945,0.16449,0.34606427,0.31525874,0.20319346,0.0,0.2662141,0.930133,1.0,0.137507,0.36129913,0.42896566,0.4508586,0.0,0.7307864,0.47735408,0.41963595,0.10225302,0.1963292,0.16805048
happy,0.39561144,0.26740488,0.44845715,0.2807595,0.49658266,1.0,0.55103517,0.37814,0.0,0.8487707,0.57280886,0.62725544,0.54577005,0.0,0.55054015,0.70326865,0.7892358,0.057213247,0.6088622,0.25174963
neutral,0.45056593,0.3783962,0.30511582,0.45449674,0.077846386,1.0,0.26417622,0.007907778,0.0,0.14332056,0.13992432,0.4251718,0.5007943,0.0,0.6607388,0.5670165,0.045384735,0.14677939,0.16089217,0.1067398
fear,0.3100327,0.25253147,0.1939321,0.4448529,0.06737485,0.0,0.11637513,0.006433776,1.0,0.02486934,0.24129818,0.12485084,0.55050236,0.0,0.20270954,0.32864732,0.48240894,0.1436011,0.057215538,0.044219624
surprise,0.37213784,0.14773263,0.5441321,0.32226107,0.17814171,0.0,0.54453087,0.0059646326,0.0,0.18863243,0.20601225,0.052146547,0.48586392,0.0,0.3805912,0.29785118,0.22287394,0.05754706,0.11466328,0.32126772
happy,0.4614016,0.29095438,0.25346252,0.25268275,0.8581486,1.0,0.50036806,0.07266103,0.0,0.9422905,0.6817718,0.20085901,0.42395476,0.0,0.5346649,0.47099736,0.6198678,0.07632808,0.17531395,0.7782314
neutral,0.2826892,0.22397573,0.13698332,0.6104436,0.11612315,0.0,0.24725877,0.38226005,1.0,0.0729375,0.58387303,0.2694543,0.5119421,0.0,0.36284617,0.5727502,0.047222268,0.06961713,0.13230136,0.097049475
angry,0.2626312,0.21497732,0.34232345,0.33382314,0.31024444,0.0,0.30266652,0.03310567,0.0,0.22089252,0.28166163,0.070797175,0.3025201,1.0,0.701345,0.122197896,0.9947798,0.5611363,0.7433497,0.42161152
sad,0.28889427,0.23822515,0.85251164,0.2998563,0.2840558,1.0,0.2666473,0.07754746,0.0,0.20243873,0.5901901,0.23275685,0.4460095,0.0,0.40649146,0.6955654,0.13972369,0.076188944,0.19669612,0.25088575
surprise,0.3200158,0.39194083,0.45002306,0.3130745,0.17223825,0.0,0.5001143,0.8176854,0.0,0.19445361,0.2686289,0.46084645,0.305518,0.0,0.61053205,0.16998413,0.8246098,0.55369467,0.18951839,0.36314434
disgust,0.23318297,0.14727373,0.43428075,0.30900258,0.2785939,1.0,0.28820348,0.12061193,0.0,0.16582625,0.34950343,0.28027248,0.24712563,0.0,0.18164256,0.31243286,0.5950029,0.25076473,0.37961638,0.61603177
happy,0.24787396,0.24574766,0.33911967,0.2567886,0.57968146,1.0,0.47691974,0.59444374,1.0,0.8168713,0.67036545,0.38753074,0.5055184,0.0,0.4605976,0.6141509,0.40608507,0.1427933,0.5990723,0.796495
angry,0.5242069,0.37052238,0.5496835,0.34257713,0.44523063,0.0,0.668917,0.4311486,0.0,0.1542451,0.35528335,0.17954552,0.27915,1.0,0.5601602,0.026417235,0.9980738,0.31588987,0.046589132,0.37311977
happy,0.27266425,0.37099752,0.34357366,0.2760875,0.42695484,1.0,0.44863558,0.95274454,1.0,0.6691992,0.69002956,0.29700044,0.35944653,0.0,0.2149814,0.36562684,0.009480978,0.08605616,0.3126972,0.71234655
angry,0.3173463,0.21517329,0.31455055,0.27634674,0.33693367,0.0,0.39310995,0.07315902,0.0,0.23940206,0.36988667,0.10150642,0.2986086,1.0,0.7280591,0.056999907,0.9858374,0.6797929,0.17622167,0.45201868
neutral,0.30712754,0.18559597,0.6151342,0.26031408,0.49749964,0.0,0.5472572,0.35053116,1.0,0.6920043,0.590249,0.3808955,0.4060408,0.0,0.34468678,0.58673406,0.07533066,0.2786459,0.19813229,0.28954047
neutral,0.60000473,0.3325576,0.47009647,0.67442524,0.052903973,0.0,0.12123068,0.00013745998,0.0,0.04190204,0.06618066,0.19526382,0.3125931,0.0,0.24149904,0.1501744,0.09197932,0.19393045,0.026163436,0.07650239
happy,0.19096032,0.17658369,0.31898502,0.2912254,0.27081734,1.0,0.3388931,0.00773046,0.0,0.28946602,0.6907244,0.13809834,0.53777844,0.0,0.6213302,0.61037916,0.073766515,0.095838375,0.69054854,0.524852
neutral,0.2460504,0.20143366,0.12545054,0.44414908,0.30764723,0.0,0.49109146,0.007102344,0.0,0.1599311,0.39251214,0.24008736,0.55004346,0.0,0.54731,0.5316182,0.116065785,0.07825554,0.5324905,0.4312229
disgust,0.32235405,0.131905,0.640674,0.28541115,0.3233221,1.0,0.28168964,0.88223034,1.0,0.14126231,0.16930759,0.29944053,0.36800048,1.0,0.6147606,0.28407484,0.9716654,0.4842606,0.16893941,0.28009292
happy,0.39855433,0.2191948,0.28823075,0.35181907,0.81647915,1.0,0.37927523,0.4061207,1.0,0.73348606,0.5480697,0.35907686,0.4400465,0.0,0.2732288,0.49725616,0.89835066,0.49182007,0.02847479,0.81955045
sad,0.3208773,0.35460126,0.5413366,0.25250915,0.5127018,1.0,0.4863384,0.318785,1.0,0.54787654,0.70118606,0.55599505,0.4822293,0.0,0.4625918,0.6621478,0.12911965,0.2218428,0.5187261,0.30419162
neutral,0.3623531,0.31844604,0.20285603,0.35344315,0.111188285,1.0,0.27171004,0.15655388,1.0,0.05412464,0.6395589,0.8069718,0.46162435,0.0,0.42037785,0.577656,0.034910083,0.04267237,0.30390742,0.14516014
sad,0.3776079,0.13385038,0.35367084,0.41507092,0.12677617,0.0,0.17551875,0.13609244,0.0,0.10436593,0.6956322,0.41447985,0.61989444,0.0,0.71151316,0.5353242,0.0507423,0.18281685,0.055119265,0.07949439
happy,0.40735477,0.23965672,0.55145526,0.26201376,0.5567657,1.0,0.6652588,0.9827204,1.0,0.8134711,0.5731239,0.31924137,0.42513978,0.0,0.28575104,0.47372732,0.7695014,0.078112304,0.7084932,0.67157066
happy,0.25242585,0.37367275,0.10257792,0.38973072,0.6233037,0.0,0.3209971,0.00055866974,0.0,0.7740206,0.79708844,0.11213995,0.52790403,0.0,0.39936292,0.44030213,0.009087532,0.023711903,0.1331137,0.2625772
surprise,0.27922836,0.53437024,0.3885813,0.3229782,0.13063301,0.0,0.3228862,0.3010053,0.0,0.18730427,0.67987156,0.1542553,0.24072783,1.0,0.53771603,0.06839562,0.99766964,0.51960963,0.048521444,0.1241356
angry,0.36832714,0.2666332,0.9560666,0.24124928,0.3619563,1.0,0.805873,0.021550994,1.0,0.22406547,0.40880024,0.24053968,0.4225299,1.0,0.25563583,0.46326244,0.9922346,0.39779013,0.0262323,0.85393786
surprise,0.2794472,0.28643098,0.47048244,0.338932,0.19525684,0.0,0.21039005,0.21766926,1.0,0.06753306,0.51251465,0.24863103,0.38825566,1.0,0.21912019,0.50123984,0.78896743,0.059732333,0.099825874,0.19406965
happy,0.4807808,0.33532077,0.24336894,0.40099445,0.888983,1.0,0.49679995,0.2379917,1.0,0.9449607,0.74186426,0.42374018,0.41572332,1.0,0.2543831,0.4372155,0.9773728,0.0589337,0.0765417,0.77518284
neutral,0.39768213,0.2409031,0.7118776,0.3436905,0.42815998,0.0,0.61073756,0.012884666,1.0,0.37962556,0.41176853,0.4157551,0.50590163,1.0,0.78269535,0.59138393,0.727587,0.120153636,0.057121523,0.8215855
sad,0.30367106,0.2511615,0.6444838,0.27041575,0.18287188,0.0,0.37698588,0.08958062,0.0,0.17484827,0.3215602,0.12054061,0.40524843,0.0,0.42627063,0.37765932,0.013049169,0.11928436,0.06653902,0.23431766
happy,0.31920457,0.24761255,0.66056496,0.24978918,0.55673695,1.0,0.53281045,0.9095889,1.0,0.782346,0.5749084,0.11754343,0.3999064,1.0,0.19996737,0.32936352,0.85992765,0.118221804,0.64670086,0.8106462
neutral,0.20427491,0.25605595,0.3813482,0.32935512,0.16264206,0.0,0.3604651,0.00609558,0.0,0.09909231,0.1861489,0.20493825,0.52189004,0.0,0.45005733,0.5872894,0.057085387,0.15279387,0.33740106,0.09098691
happy,0.43735796,0.4282856,0.27669132,0.3632267,0.560193,1.0,0.6093114,0.16066939,0.0,0.7533777,0.6055487,0.24427171,0.4251877,0.0,0.2858043,0.38297194,0.24523342,0.22014062,0.3538253,0.85608846
neutral,0.40084207,0.23152387,0.2802968,0.3928247,0.20429981,0.0,0.2967836,0.004603262,1.0,0.44223365,0.474897,0.76188475,0.4837379,0.0,0.43142673,0.7209655,0.09145607,0.10226731,0.10018344,0.1463178
sad,0.29382938,0.21828951,0.3520788,0.32177034,0.28714457,0.0,0.44927657,0.023236686,1.0,0.14236087,0.5033146,0.23509543,0.5599337,0.0,0.60827065,0.3988659,0.022761675,0.12101686,0.36608097,0.5352851
angry,0.23709305,0.15022966,0.87395734,0.2970657,0.3144522,1.0,0.3130683,0.3879651,1.0,0.2508401,0.11363521,0.5794138,0.25118116,1.0,0.42399114,0.010111656,0.99964476,0.67280096,0.08860906,0.3135939
happy,0.37819028,0.27820706,0.320362,0.27414402,0.8870648,1.0,0.64301056,0.90374035,1.0,0.8712857,0.4560171,0.057144098,0.43110028,0.0,0.12219317,0.35338783,0.90107244,0.07464744,0.13293518,0.6373662
happy,0.33222347,0.4755582,0.4919273,0.2678053,0.41653886,1.0,0.4163898,0.11352988,1.0,0.7780619,0.6366574,0.39455727,0.46093553,1.0,0.50645775,0.77144486,0.5186039,0.13852456,0.2830787,0.6117043
sad,0.2873457,0.15094048,0.8503882,0.2985703,0.23526213,0.0,0.52955335,0.07539598,0.0,0.25886363,0.29579887,0.6180978,0.62596434,0.0,0.39902708,0.7048031,0.1852563,0.050139572,0.07525385,0.26224807
surprise,0.21852663,0.41209617,0.55622303,0.32643342,0.1836557,0.0,0.39942983,0.06625307,1.0,0.25587693,0.6566013,0.12757961,0.4024279,1.0,0.4207952,0.44155326,0.27125162,0.2253342,0.13233368,0.32169876
fear,0.15406959,0.16151887,0.15393327,0.27434006,0.338039,0.0,0.38012418,0.041555773,0.0,0.1342886,0.18458328,0.107836716,0.32232064,0.0,0.4129356,0.23257221,0.5926785,0.53343534,0.3079064,0.49731246
neutral,0.33520606,0.22822353,0.2830933,0.25598425,0.4378591,0.0,0.30458832,0.14210513,1.0,0.22094813,0.41628546,0.36481276,0.4832917,0.0,0.29668924,0.56648576,0.3163571,0.1695006,0.07348123,0.3865864
happy,0.3526519,0.30526155,0.24618147,0.27555966,0.46535948,1.0,0.3523076,0.20595036,1.0,0.4578243,0.510286,0.32757002,0.42960957,1.0,0.29130816,0.30266607,0.00782428,0.0568386,0.30712125,0.417387
angry,0.40602157,0.26559687,0.5239607,0.32189035,0.1967016,0.0,0.5127979,0.028811693,0.0,0.09021195,0.26175147,0.18027936,0.3552576,1.0,0.77865696,0.3281049,0.9307101,0.3937308,0.10100124,0.39422894
neutral,0.3393396,0.24782358,0.12005696,0.35310033,0.29229417,0.0,0.32657552,0.03248463,0.0,0.19906117,0.15370125,0.17226785,0.4718587,0.0,0.40922484,0.29913038,0.051095106,0.06960891,0.23442715,0.49556756
happy,0.25221577,0.37332866,0.2986999,0.24569814,0.44841564,1.0,0.35899982,0.21190472,0.0,0.64881766,0.6484366,0.20532739,0.61071175,0.0,0.39585853,0.51998895,0.025153335,0.03140706,0.5604387,0.75719917
happy,0.3557803,0.3511657,0.442794,0.27445397,0.69677603,1.0,0.48835632,0.11712018,0.0,0.9277474,0.69740605,0.3138554,0.54048437,0.0,0.5864997,0.6435295,0.46945906,0.15073532,0.30218345,0.6075965
angry,0.3331599,0.26440015,0.58739316,0.32813898,0.17693456,0.0,0.48726624,0.040952884,1.0,0.062778816,0.24364196,0.14083233,0.43920472,0.0,0.47041205,0.219303,0.06164378,0.042264715,0.07964873,0.27971992
neutral,0.49151453,0.39125887,0.6880826,0.2935202,0.17049727,0.0,0.5520272,0.010788918,0.0,0.22174047,0.23031317,0.08573694,0.41709244,0.0,0.24372067,0.19544682,0.055416927,0.08436465,0.23296165,0.5765041
angry,0.35995322,0.18074949,0.90488774,0.24633762,0.25979897,1.0,0.61896354,0.1084612,0.0,0.23651169,0.5094716,0.6171206,0.34498748,1.0,0.3231824,0.08416195,0.98957753,0.44732744,0.016032638,0.31496254
happy,0.32881555,0.4341143,0.18838105,0.26848528,0.5255323,1.0,0.3973052,0.65131766,1.0,0.62949985,0.71503955,0.37491834,0.43748337,1.0,0.26614872,0.5188666,0.28060502,0.15891334,0.26419103,0.44898066
neutral,0.37821043,0.26626158,0.69195837,0.33115053,0.15933324,0.0,0.41934252,0.004045938,0.0,0.25336778,0.24812911,0.067257985,0.3696934,1.0,0.59143275,0.2640059,0.97226006,0.26437584,0.5947223,0.35911325
neutral,0.2906441,0.18760541,0.71976715,0.3066783,0.41389444,0.0,0.33899617,0.020717239,0.0,0.2501705,0.5546007,0.47978845,0.44235855,0.0,0.39289573,0.70494866,0.019763382,0.12826064,0.13488348,0.11332855
angry,0.36523792,0.34792182,0.35732874,0.30222794,0.15075715,0.0,0.44640428,0.015137075,0.0,0.13771802,0.26139313,0.03884374,0.35544446,0.0,0.31922132,0.16257992,0.6823525,0.20052211,0.30370098,0.55966634
sad,0.553204,0.42862132,0.51396525,0.2820779,0.6337885,0.0,0.6414339,0.728262,1.0,0.70142347,0.53682554,0.57669,0.48961678,0.0,0.35968685,0.31081018,0.19781902,0.05464255,0.2019357,0.30114564
angry,0.26749378,0.14524966,0.8108502,0.28253144,0.28930545,1.0,0.48257685,0.9363218,0.0,0.15619366,0.44126815,0.24674512,0.41438985,0.0,0.17528719,0.4260114,0.22361225,0.07546838,0.20486912,0.13590142
neutral,0.38931283,0.32478365,0.43884242,0.35863858,0.29856652,0.0,0.28553432,0.014256642,1.0,0.29514349,0.43193695,0.68721336,0.59686047,0.0,0.34188557,0.6375682,0.03654781,0.047062553,0.1149341,0.1251709
neutral,0.20468752,0.112697996,0.44149417,0.3715795,0.1646041,0.0,0.28883025,0.5091581,1.0,0.108827665,0.54360026,0.49311802,0.4644186,0.0,0.3192305,0.69798297,0.019262578,0.13196094,0.06780553,0.16176516
angry,0.22901572,0.18048711,0.6855083,0.30282852,0.5813206,0.0,0.42224053,0.10812714,1.0,0.39544514,0.2898225,0.1513132,0.41265935,1.0,0.46426463,0.09998564,0.9987841,0.51724863,0.049547758,0.48115665
disgust,0.38036257,0.11852348,0.6025409,0.2583035,0.30780786,1.0,0.30561838,0.04314704,1.0,0.1746064,0.28721797,0.08839376,0.35745695,0.0,0.27083617,0.44132432,0.18213502,0.0911807,0.31269968,0.8391838
sad,0.3575057,0.3423853,0.51979476,0.25076404,0.24399526,1.0,0.2835851,0.98458534,1.0,0.086877234,0.2871209,0.21600203,0.30376196,0.0,0.3925705,0.45773378,0.029690623,0.36915535,0.45771557,0.22592476
neutral,0.24989097,0.33281708,0.12972893,0.4709217,0.14098518,0.0,0.22790468,0.010619925,0.0,0.10783523,0.23074703,0.24720876,0.46602622,0.0,0.53849775,0.4896817,0.31485385,0.058964595,0.09203716,0.16415782
surprise,0.27534944,0.13180646,0.61024487,0.32988504,0.24143584,1.0,0.4947733,0.26695538,1.0,0.1208761,0.3753478,0.315486,0.5017852,0.0,0.33265835,0.60177106,0.8991026,0.09234528,0.3456793,0.29457778
happy,0.3180395,0.21511541,0.5237629,0.2727549,0.5145152,0.0,0.34219676,0.19175303,0.0,0.6846995,0.81284684,0.4349043,0.42234564,1.0,0.43951893,0.3229584,0.50474,0.12834522,0.24498798,0.2975002
surprise,0.3425576,0.16545895,0.50229484,0.35825503,0.18631616,0.0,0.38127574,0.1133352,0.0,0.13716343,0.35230526,0.3441777,0.37883094,1.0,0.7133483,0.055199087,0.9954151,0.8157923,0.40212178,0.3589707
happy,0.4810348,0.40355712,0.5977864,0.25422513,0.5715926,0.0,0.674401,0.9690828,1.0,0.70528173,0.7811944,0.5022181,0.36187866,1.0,0.3882464,0.51783067,0.82219845,0.10571685,0.36225715,0.8102268
neutral,0.31934935,0.25510043,0.10461379,0.38390604,0.105398685,0.0,0.23682012,0.35244387,1.0,0.11988422,0.5735458,0.62378395,0.5017096,0.0,0.45454875,0.43454733,0.051216967,0.1809898,0.12042589,0.1385871
neutral,0.41759515,0.23080109,0.34702966,0.33874926,0.1857048,0.0,0.3917516,0.38590556,0.0,0.12973699,0.11499226,0.25314397,0.5246199,0.0,0.5734985,0.1933739,0.0973411,0.053022172,0.39321142,0.27263138
neutral,0.3200852,0.12126348,0.49005753,0.27544725,0.2191656,0.0,0.23941207,0.19572818,0.0,0.1769362,0.6204656,0.2754824,0.4775742,0.0,0.5948595,0.53571427,0.028418384,0.07052638,0.54388094,0.23470058
angry,0.39133146,0.13710113,0.8197136,0.23306778,0.37931654,1.0,0.69382185,0.6644222,1.0,0.3180239,0.35945007,0.25882,0.28484523,1.0,0.22735119,0.024736295,0.9998826,0.84681535,0.024424663,0.6689007
neutral,0.13364355,0.18117192,0.26694962,0.35838816,0.19465786,0.0,0.22944713,0.22082996,1.0,0.06529393,0.27054504,0.054067913,0.3682206,0.0,0.31232464,0.28652933,0.020059425,0.06171041,0.2059243,0.19391029
happy,0.21915369,0.21742591,0.3806274,0.28153858,0.44081783,0.0,0.38708922,0.92721844,1.0,0.7520226,0.7615033,0.3233292,0.5072082,1.0,0.47452408,0.5939018,0.118121855,0.0825629,0.12778382,0.19285266
happy,0.22520292,0.19944067,0.4316263,0.25835827,0.9149945,1.0,0.7414517,0.9917208,1.0,0.9382017,0.6970602,0.24644276,0.35829782,1.0,0.2914379,0.3328674,0.9784219,0.16131876,0.16573949,0.45879838
sad,0.42849687,0.23474464,0.518088,0.39035222,0.08668902,0.0,0.273477,0.0041239704,1.0,0.024167903,0.27171034,0.7430556,0.5178642,0.0,0.3030813,0.5391453,0.030606218,0.15557835,0.02507389,0.09263983
neutral,0.32537878,0.1555073,0.05131452,0.45275107,0.22288868,0.0,0.18329163,0.028471358,0.0,0.15980023,0.1816416,0.09795837,0.47235292,0.0,0.19695662,0.16516888,0.018000137,0.019165505,0.15458491,0.08214485
neutral,0.31337994,0.2377746,0.31190914,0.27874407,0.27056056,1.0,0.43173063,0.15581189,1.0,0.17409228,0.41768515,0.3460145,0.37925974,0.0,0.46482617,0.3905788,0.16022034,0.17946102,0.4801084,0.6208274
disgust,0.39796692,0.32739154,0.50760245,0.48429033,0.23585379,1.0,0.4339079,0.030925767,0.0,0.12871744,0.22831233,0.13735604,0.51898634,1.0,0.44364554,0.3592683,0.7506357,0.06982854,0.44939294,0.3610839
neutral,0.2955567,0.12841174,0.39305058,0.30087712,0.15242617,0.0,0.33011317,0.52442074,1.0,0.08607988,0.50732946,0.12525979,0.46795446,0.0,0.5581943,0.44316316,0.025664339,0.16531973,0.22068933,0.16371559
surprise,0.4012082,0.2082677,0.75344986,0.26903978,0.3282873,1.0,0.44871873,0.4800002,0.0,0.22891518,0.3042798,0.41278034,0.3568108,1.0,0.6152485,0.08024974,0.97154063,0.62512374,0.18481836,0.32496163
fear,0.35244256,0.25947145,0.71939,0.25888154,0.19440144,0.0,0.32153124,0.035981048,1.0,0.26890743,0.42846134,0.73390824,0.61927366,0.0,0.5888003,0.6595173,0.0042764847,0.11516182,0.56041324,0.23979011
angry,0.35990685,0.20533885,0.45387906,0.3416414,0.291611,0.0,0.45055085,0.05481959,0.0,0.4187065,0.30020982,0.2560543,0.515089,0.0,0.26770732,0.7148637,0.009723277,0.046685968,0.14113711,0.12558335
surprise,0.40676796,0.32012364,0.43989936,0.2889162,0.18883471,0.0,0.45913738,0.093437314,0.0,0.14802517,0.2648859,0.13108706,0.35053018,1.0,0.66789776,0.30769467,0.6810298,0.2161425,0.78761715,0.43934223
happy,0.39578936,0.40361056,0.3521713,0.29388404,0.4714692,1.0,0.5470126,0.16776969,1.0,0.80065936,0.73375005,0.072281286,0.39214328,0.0,0.40137035,0.22917533,0.023956671,0.18725099,0.6626947,0.8050282
happy,0.36819723,0.34897316,0.4542769,0.27896613,0.22048515,1.0,0.34805965,0.1786125,1.0,0.3411472,0.7123547,0.7630272,0.50240403,0.0,0.5593385,0.74213094,0.011125102,0.27553764,0.69059217,0.42616683
disgust,0.21239874,0.29787564,0.2925977,0.35050583,0.14149474,0.0,0.23207222,0.46950257,0.0,0.13483144,0.5143945,0.3145576,0.3324727,0.0,0.48443455,0.45207852,0.03943338,0.19345887,0.2318259,0.09138778
angry,0.4224751,0.17169619,0.5163778,0.29981482,0.23877095,0.0,0.26464552,0.046692345,1.0,0.08209105,0.4665332,0.083498776,0.35000995,0.0,0.33438185,0.4704092,0.7970119,0.098760195,0.04315006,0.14747238
neutral,0.22887692,0.14566061,0.20614448,0.2898645,0.31903118,0.0,0.3449729,0.003912351,0.0,0.06564735,0.27837977,0.06528453,0.5132636,0.0,0.4016433,0.22838093,0.0153340995,0.0723176,0.13147959,0.1613223
neutral,0.28185514,0.3104799,0.35775685,0.27262944,0.18088976,0.0,0.3854774,0.054573428,0.0,0.11460601,0.4095166,0.21523269,0.55807334,0.0,0.53146315,0.53842723,0.043660697,0.09829542,0.20082577,0.31139275
happy,0.5375326,0.3632259,0.52154356,0.2913005,0.598845,1.0,0.57216823,0.35160682,1.0,0.8452902,0.454934,0.16929655,0.4547694,0.0,0.27978557,0.33226892,0.42902276,0.19005583,0.33900005,0.8345048
happy,0.4089043,0.2947778,0.5556458,0.2677063,0.29095843,0.0,0.3945107,0.05582416,1.0,0.35063913,0.5368979,0.28810164,0.39196715,1.0,0.41705593,0.6423924,0.15303372,0.12308,0.2894232,0.83564883
neutral,0.21592654,0.2780944,0.46618587,0.3642221,0.20107658,0.0,0.36643222,0.11316379,0.0,0.06505741,0.23039614,0.3594539,0.47753125,0.0,0.39465937,0.38885576,0.040060017,0.13039024,0.53755665,0.13915373
neutral,0.25329432,0.2347709,0.15792003,0.29571906,0.39992732,0.0,0.3409743,0.087946884,1.0,0.1796353,0.52488124,0.4393396,0.44103697,0.0,0.3649914,0.71581495,0.13974261,0.04266464,0.1969663,0.28188452
disgust,0.26245153,0.30625102,0.2355945,0.33576077,0.4271015,0.0,0.29993117,0.009932868,1.0,0.48142293,0.71813107,0.1467848,0.25095835,1.0,0.5255566,0.11474002,0.9997807,0.57390964,0.18801081,0.08295241
neutral,0.35288152,0.21521382,0.6960403,0.36646688,0.1810436,1.0,0.36074126,0.14824015,0.0,0.31572106,0.10994115,0.072231926,0.4364596,0.0,0.2656343,0.409194,0.4287952,0.21763213,0.57423687,0.19166055
surprise,0.30407342,0.3600324,0.12926409,0.47932515,0.37529576,1.0,0.43663976,0.10004587,1.0,0.29001093,0.53450954,0.49144733,0.47373503,0.0,0.7681454,0.387865,0.29947695,0.23171337,0.042678487,0.46337646
neutral,0.2823291,0.116591275,0.42367148,0.26048183,0.47040573,1.0,0.44248697,0.2005269,1.0,0.6269446,0.583854,0.30394143,0.46381068,1.0,0.4263158,0.5685846,0.04177456,0.069013,0.12478266,0.34995505
neutral,0.26730147,0.24974364,0.11330166,0.41661036,0.3135572,0.0,0.49718985,0.030892322,0.0,0.2646812,0.45488465,0.25985298,0.436453,0.0,0.32325274,0.20969704,0.43040523,0.047705624,0.13466762,0.16808628
angry,0.1957709,0.15767574,0.6062719,0.3020206,0.3247411,0.0,0.4640356,0.0155922305,0.0,0.22085263,0.31969514,0.18237221,0.289324,1.0,0.6220489,0.24747227,0.9926065,0.5260487,0.15884623,0.6495344
surprise,0.28483894,0.29367024,0.3335989,0.45754838,0.09048357,0.0,0.2259906,0.00032750872,1.0,0.04761391,0.17769781,0.13691033,0.3727487,0.0,0.30323893,0.2264064,0.24493262,0.10874884,0.020065209,0.13199005
surprise,0.3434605,0.19561452,0.5754506,0.48250324,0.16187423,0.0,0.34878182,0.021376252,0.0,0.13317887,0.14485265,0.049028285,0.48792082,0.0,0.6129361,0.35407245,0.7470382,0.07521135,0.094644316,0.41388476
happy,0.3751272,0.3464868,0.1959709,0.36202478,0.4696646,0.0,0.5279806,0.07041808,1.0,0.6875399,0.7220708,0.1480431,0.53947026,0.0,0.4171694,0.5460697,0.63112557,0.04255351,0.09439792,0.7598648
happy,0.3221052,0.21297318,0.20774433,0.3908189,0.3483573,0.0,0.46394634,0.007439653,0.0,0.60464305,0.526418,0.18370184,0.53384525,0.0,0.5504544,0.5716791,0.5630536,0.044185065,0.2994905,0.54028386
fear,0.41333956,0.2807909,0.35205278,0.36071196,0.120725185,0.0,0.33903491,0.1279989,1.0,0.3038017,0.18987843,0.14790979,0.5195965,0.0,0.67683953,0.40627506,0.19848284,0.18998623,0.36064336,0.32615548
disgust,0.53732854,0.3470218,0.2644656,0.28728184,0.14514638,0.0,0.44103613,0.083134376,0.0,0.27037072,0.31394073,0.086347945,0.34812528,0.0,0.31945983,0.17784953,0.8945308,0.18646128,0.29652476,0.34180817
happy,0.48745114,0.17961486,0.20082258,0.31048656,0.8617308,1.0,0.52955836,0.4054911,0.0,0.9477529,0.8069203,0.20613968,0.4994665,0.0,0.40393284,0.6509774,0.9645885,0.079390384,0.4384188,0.72225255
fear,0.37843463,0.23616074,0.34996223,0.31179485,0.22602311,1.0,0.34033012,0.012087636,0.0,0.18576743,0.22846182,0.11879539,0.38897216,0.0,0.38866723,0.30420947,0.1494109,0.20296468,0.38469845,0.63240737
neutral,0.41843265,0.412636,0.21397877,0.30050248,0.36500996,0.0,0.44217378,0.20699738,1.0,0.22284164,0.26543462,0.24818537,0.5897438,0.0,0.3866733,0.41529325,0.08163678,0.05557381,0.1664557,0.25140238
angry,0.43442547,0.22683445,0.53300095,0.304717,0.15255782,1.0,0.50708705,0.5323221,1.0,0.15767264,0.37622386,0.13134927,0.34821823,1.0,0.46119863,0.039909344,0.9999796,0.8194957,0.28943875,0.5248977
disgust,0.35438365,0.31003684,0.5847211,0.3239679,0.306949,0.0,0.48494777,0.37462807,1.0,0.5516626,0.63458496,0.27001423,0.46807945,1.0,0.40092123,0.482293,0.1183093,0.04808827,0.32716805,0.07502087
happy,0.41123337,0.48900074,0.60146594,0.27162635,0.58400005,1.0,0.5495314,0.0717362,1.0,0.85504216,0.8201555,0.29683408,0.3205204,0.0,0.3445221,0.3465368,0.19465871,0.17563637,0.44351926,0.79962987
happy,0.35330525,0.2955385,0.39616147,0.2463489,0.9058614,0.0,0.6891941,0.34074056,1.0,0.9417206,0.74443287,0.69063985,0.6621859,0.0,0.2495029,0.6564434,0.43400323,0.06325668,0.5422133,0.7202204
happy,0.33472273,0.3759544,0.520112,0.23956957,0.48156822,1.0,0.41147187,0.5806652,0.0,0.70054704,0.70742327,0.11438959,0.24834117,0.0,0.40957952,0.39137828,0.87076,0.1521824,0.1389869,0.8150796
happy,0.30868334,0.33122593,0.29896888,0.3140697,0.77962214,1.0,0.442164,0.59333104,1.0,0.9468907,0.55741364,0.46846345,0.48266962,0.0,0.27478778,0.38140133,0.49658924,0.33016273,0.2783842,0.67867744
disgust,0.2820682,0.2628299,0.17657982,0.39036652,0.102111906,0.0,0.2261802,0.00062986603,0.0,0.13854876,0.18981828,0.08100672,0.46411005,0.0,0.4588289,0.48359567,0.27568328,0.050282154,0.0329288,0.07138438
neutral,0.33341822,0.12958565,0.46298093,0.2903215,0.4691504,0.0,0.6308537,0.027503353,1.0,0.18549542,0.2959101,0.20189913,0.41780597,0.0,0.26708,0.38032094,0.50695676,0.03385223,0.1508087,0.15407069
happy,0.31500694,0.17238615,0.29256985,0.27433005,0.21920054,1.0,0.25836226,0.5209039,1.0,0.18646662,0.53038996,0.6639903,0.4070511,0.0,0.5089775,0.6144091,0.6885009,0.45151904,0.21088451,0.28941035
